timestamp,open,high,low,close,volume,_,_,_,_,_,_
2022-06-27,0.05693700,0.05813700,0.05691000,0.057496,176915.00510000,1656374399999,10157.28638362,199510,89137.10220000,5117.89016116,0
2022-06-28,0.05748200,0.05857200,0.05622900,0.056411,211452.42460000,1656460799999,12147.06190362,222418,102881.85530000,5910.63932874,0
2022-06-29,0.05641000,0.05675800,0.05440000,0.054671,327986.19460000,1656547199999,18198.46438995,307343,148207.38400000,8225.79270778,0
2022-06-30,0.05467100,0.05489600,0.05306900,0.053715,298199.23210000,1656633599999,16111.68266287,290135,149492.40980000,8078.02362424,0
2022-07-01,0.05371600,0.05554200,0.05323100,0.054959,248813.19570000,1656719999999,13537.22977390,267275,128935.26160000,7014.72154696,0
2022-07-02,0.05496100,0.05560300,0.05410300,0.055416,148767.07300000,1656806399999,8144.51369226,162299,75379.84450000,4127.21312930,0
2022-07-03,0.05541600,0.05609300,0.05490200,0.055615,147445.43450000,1656892799999,8177.85057609,150322,70386.82230000,3902.52495929,0
2022-07-04,0.05561400,0.05728500,0.05478000,0.056879,214952.46300000,1656979199999,12025.75317962,214457,112759.54760000,6310.01613327,0
2022-07-05,0.05688000,0.05749600,0.05572500,0.056143,236040.81750000,1657065599999,13352.30134615,241008,117950.23670000,6673.21268451,0
2022-07-06,0.05614200,0.05834800,0.05591700,0.057702,232955.36590000,1657151999999,13200.42915692,240889,117994.48800000,6688.28942000,0
2022-07-07,0.05770200,0.05876900,0.05673800,0.05721,213183.78040000,1657238399999,12328.10721496,231106,104968.27780000,6070.55984779,0
2022-07-08,0.05721600,0.05736400,0.05593700,0.056218,240386.57460000,1657324799999,13622.16886041,258978,116339.35380000,6591.59654306,0
2022-07-09,0.05621700,0.05660500,0.05603700,0.056369,96336.67380000,1657411199999,5427.08846072,122374,48604.79510000,2738.00867669,0
2022-07-10,0.05637000,0.05674500,0.05541500,0.055997,131159.14210000,1657497599999,7332.43836567,142449,66324.38080000,3707.51693072,0
2022-07-11,0.05599700,0.05635000,0.05466100,0.054923,107870.48780000,1657583999999,6010.53351304,147262,51361.51490000,2863.57146898,0
2022-07-12,0.05492300,0.05499900,0.05346100,0.053719,123681.95590000,1657670399999,6694.33565520,168704,59587.28820000,3225.25326000,0
2022-07-13,0.05372000,0.05523000,0.05320200,0.055105,179911.93190000,1657756799999,9760.80443585,256075,90687.93660000,4920.73549226,0
2022-07-14,0.05510500,0.05843000,0.05452200,0.057951,145359.16270000,1657843199999,8162.32712917,233074,79530.98250000,4474.02164935,0
2022-07-15,0.05796000,0.06071700,0.05777300,0.059105,156163.70840000,1657929599999,9174.59586017,256674,86751.71990000,5093.93818932,0
2022-07-16,0.05910600,0.06639000,0.05794600,0.063968,142618.84740000,1658015999999,8805.51466201,320279,79103.58540000,4889.76297228,0
